recordId,stoylProductId,productId,productVersion,updateType,feature,featureDescription,functionalArea,setupEffort,newFunctionalityTitle,newFunctionality,trainingAndTestingImpact,publishDate,tentativeProductionDate,documentationCorrected,documentationCorrectedDate,businessProcesses,processTasks,webServicesName,securityDomains,currentName,formerName,retired,featureJira,Feature Opt-In,Adoption Item(s)
1406,PR29,WDAY,29,feature release,Workday 29 - Adoption Planning,"Workday 29 continues to enhance Adoption Applications, a planning and implementation guide. We enable you to report on and gain insight from adoption items and tasks and we simplify how you organize and prepare for maintenance and important events in your tenant.

For details, see: Adoption Planning What's New Video (https://community.workday.com/articles/312837).",Adoption,Automatically Available,Search for What's New Items,We update What's New items so you can search them by name using global search.,,12/22/2017,1/19/2018,,,,,,,,,,ADOPT-648,,
1407,PR29,WDAY,29,feature release,Workday 29 - Configurable Autocomplete Criteria,"With Workday 29, we enable you to configure your own autocomplete criteria using the eligibility rule framework so that applicants can autocomplete their action items if they meet application requirements.",Admissions,Setup Required,Eligibility Rule Web Services,"We update these web services to support eligibility rule framework:	
- Get Application Fee Eligibility Rule
- Get Transcript Eligibility Rule 
- Put Application Fee Eligibility Rule 
- Put Transcript Eligibility Rule",,12/15/2017,1/12/2018,,,,,,,,,,STU-33760,,
1408,PR29,WDAY,29,feature release,Workday 29 - Admissibility Criteria,"Workday delivers admissibility criteria that you can configure for your institution, making it more efficient to review applications and generate recommendations that suit your needs.",Admissions,Setup Required,Admissibility Criteria Reporting,"Workday delivers the new Admissibility Criteria data source (secured to the Internal Reporting and Manage: Admissions Foundation domains) that you can use in custom reports. 

We also deliver these new report fields on the Admissibility Criteria business object (secured to the Public Reporting Items):
- Description
- Name
- Recommendation Rule 

We also deliver these new report fields on the Recommendation Rule business object (secured to the Public Reporting Items):
- Admission Decision
- Criteria",,12/15/2017,1/12/2018,,,,,,"Internal Reporting (existing)
Manage: Admissions Foundation (existing)
Public Reporting Items (existing)",,,,STU-33279,,
1409,PR29,WDAY,29,feature release,Workday 29 - Donor Contributions,"Workday 29 provides you with the flexibility to purchase investment pool units based on the donor contribution dates, enabling you to purchase units when the gift revenue is posted to the ledger.

For details, see: Donor Contributions What's New Video (https://community.workday.com/articles/346670).",Cash Management,Automatically Available,Date Recorded Report Field,"We deliver these new report fields on the Donor Contribution business object (secured to the Public Reporting Items domain) that you can use to override a purchase date and on custom reports:
- Date Received
- Date Recorded",This feature may impact your training materials.,12/15/2017,3/10/2018,,,,,,"Public Reporting Items
(existing)",,,,FINCSH-11261,,
1410,PR29,WDAY,29,feature release,Workday 29 - Adoption Planning,"Workday 29 continues to enhance Adoption Applications, a planning and implementation guide. We enable you to report on and gain insight from adoption items and tasks and we simplify how you organize and prepare for maintenance and important events in your tenant.

For details, see: Adoption Planning What's New Video (https://community.workday.com/articles/312837).","Adoption

System",Automatically Available,What's New for Adoption Item Reporting,"We deliver these new report fields on the Adoption Item business object (secured to the Public Reporting Items domain):
- Adoption Item Setup Effort
- What's New Item for Adoption Item 

You can use these report fields in custom reports to return What's New details associated with an adoption item.

For details, see: Adoption Planning, Part 2 What's New Video (https://community.workday.com/articles/346521).",,12/15/2017,1/19/2018,,,,,,Public Reporting Items (existing),,,,ADOPT-648,,
1411,PR29,WDAY,29,feature release,Workday 29 - What's New in Workday Report,"Workday 29 continues to improve the usability of the What's New in Workday report.

For details, see: What's New in Workday Report What's New Video (https://community.workday.com/articles/346063).","Adoption

System",Automatically Available,What's New Item and Adoption Item Report Fields,"We deliver these new report fields on the What's New Item business object (secured to the Workday What's New domain):
- Adoption Items
- What's New Item

You can use these report fields in custom reports to return What's New details associated with an adoption item.

For details, see: Adoption Planning, Part 2 What's New Video (https://community.workday.com/articles/346521).",,12/15/2017,1/19/2018,,,,,,"Workday What's New
(Existing)",,,,ADOPT-648,,
1412,PR29,WDAY,29,feature release,Workday 29 - Supplier Part Numbers on Procurement Transactions,"Workday 29 continues to build visibility into supplier item information on procurement transactions for noncatalog items and ad hoc lines. This enables buyers to view item reference information during follow-up with suppliers, increasing buyer efficiency.",Procurement,Automatically Available,Supplier Item Identifier Report Field,"We append (Do Not Use) to the Line Item Identifier report field in preparation for its retirement in a future update.

We recommend that you use the Supplier Item Identifier report field in your custom reports instead.",This feature may impact your training materials.,12/15/2017,3/10/2018,,,,,,,Line Item Identifier (Do Not Use),Line Item Identifier,,FINPRO-15096,,
1413,PR29,WDAY,29,feature release,Workday 29 - Schedule Print Customer Invoices,"Workday 29 makes it more convenient to send out customer invoices by enabling you to quickly schedule them for printing and emailing.

For details, see: Schedule Print Customer Invoices What's New Video (https://community.workday.com/articles/342818).",Customer Accounts,Automatically Available,XSLT Forms,"With this update, you can no longer print an invoice or statements using XSLT forms. You can now only use BIRT forms on these tasks:
- Print Customer Invoices
- Schedule Print Customer Invoices",This feature may impact your training materials.,12/8/2017,3/10/2018,,,,,,,,,,FINCUST-9125,,
1414,PR29,WDAY,29,feature release,Workday 29 - Physical Cash Pools,"Workday 29 introduces physical cash pool functionality that you can use to combine bank balances for separate accounts into a single parent account. You can also optimize the interest paid and received on the pooled account and improve liquidity management.

For details, see: Physical Cash Pools What's New Video (https://community.workday.com/articles/345057).",Cash Management,Setup Required,Cash Pool Report Fields,"We add these new report fields on the new Cash Pool Information business object (secured to the Reports: Cash Forecast Reporting domain) that you can use in custom reports and condition rules:
- Cash Pool
- Cash Pool Activity Type
- Cash Pool Description 
- Cash Pool Name
- Cash Pool Type
- Currency Rate Type
- Effective Date
- Master Bank Account
- Master Company
- Master Financial Institution
- Pool Currency
- Pool Type
- Status
- Sub Bank Account
- Sub Bank Account Company
- Sub Bank Account Currency
- Sub Bank Account Financial Institution
- Use in Cash Position Reporting",,12/8/2017,3/10/2018,,,,,,Reports: Cash Forecast Reporting (existing),,,,FINCSH-10963,,
1415,PR29,WDAY,29,feature release,Workday 29 - Billing Limits and Award Line Invoicing on Award Billing Schedules,"With this update, you can add billing limits to award billing schedules, enabling you to set a maximum billing limit for a portion of an award. You can also create invoices for specific award lines, eliminating the need to create invoices for the full award and providing more options during your billing process.",Grants Management,Automatically Available,Customer Payment Task,"We update these tasks to support multiple billing schedules on the same award:
- Apply Customer Payment
- Record Customer Payment",This feature may impact your training materials.,12/8/2017,3/10/2018,,,,,,,,,,FINGRT-18803,,
1416,PR29,WDAY,29,feature release,Workday 29 - Holds on Student Accounts,"With Workday 29, we continue to enhance the customization and configurability of your holds and hold reasons.",Academic Foundation,Setup Required,Web Services for Hold Reasons,"We deliver these new web services (secured to the Set Up: Hold Reasons domain), enabling you load hold reasons into Workday:
- Get Student Hold Reasons
- Put Student Hold Reason",,12/1/2017,3/10/2018,,,,,"Get Student Hold Reason
Put Student Hold Reasons",Set Up: Hold Reasons,,,,STU-33987,,
1417,PR29,WDAY,29,feature release,Workday 29 - Student Profile Layout,"With Workday 29, we improve the student profile layout, providing you with easier access to student details, a more intuitive user experience, and extended support for mobile.

For details, see: Student Profile Layout What's New Video (https://community.workday.com/articles/313525).",Academic Foundation,Automatically Available,First Generation College Student,We deliver a new First Generation College Student report field (secured to the new Student Data: First Generation domain) on the Student Records business object. You can use this report field to return if a student is a first generation college student.,,12/1/2017,12/8/2017,,,,,,Student Data: First Generation,,,,STU-33021,,
1418,PR29,WDAY,29,feature release,Workday 29 - Workers Compensation Code Calculation,"With Workday 29, we improve report performance and provide you with more control over workers compensation calculations.",CAN Payroll,Automatically Available,Provincial Workers Compensation (PWC) - ER [CAN],We add DO NOT USE to the Provincial Workers Compensation (PWC) - ER [CAN] deduction in preparation to retire it in a future date.,,12/1/2017,12/15/2017,Yes,12/8/2017,,,,,"DO NOT USE -
 Provincial Workers Compensation (PWC) - ER [CAN]",Provincial Workers Compensation (PWC) - ER [CAN],,PAYWDCAN-733,,
1419,PR29,WDAY,29,feature release,Workday 29 - Internal Candidate Employment Agreements and Probation Periods,"With Workday 29, you can now use employment agreements in internal Job Application events and probation periods in Change Job events, providing greater flexibility and control for you and your internal candidates.

For details, see: Internal Candidate Employment Agreements and Probation Periods What's New Video (https://community.workday.com/node/342883).",Staffing,Automatically Available,Probation Period Event Report Fields,"Workday now enables you to use all report fields on the Probation Period Event business object to create:
- Condition rules for the Change Job business process. 
- Text blocks for document generation on Change Job events.",This feature may require additional testing.,11/24/2017,1/5/2018,,,,,,,,,,HRGLOBAL-8995,,
1420,PR29,WDAY,29,feature release,Workday 29 - Questionnaire on Suppliers,"Workday 29 enables you to add questionnaires to business processes related to suppliers, eliminating the need to collect information outside of Workday and improving your data processing efficiency and accuracy.",Supplier Accounts,Setup Required,Questionnaire Response Report Field,"We add a new Questionnaire Responses report field on these business objects (secured to the Public Reporting Items domain) that you can use in custom reports:
- Supplier
- Supplier Invoice Request
- Supplier Request",,11/24/2017,3/10/2018,,,,,,Public Reporting Items (existing),,,,FINSA-6927,,
1421,PR29,WDAY,29,feature release,Workday 29 - Tenant Analyzer,Workday 29 introduces the Tenant Analyzer profile that provides you with greater insight into your payroll and absence configurations for validations and performance analysis.,"Core Payroll

Time Off and Leave",Setup Required,Payroll Profile Group,"We deliver a new Payroll profile group with accounting and payroll reports (secured to the new Set Up: Tenant Setup – Tenant Analyzer domain) on the new Tenant Analyzer profile, enabling you to review and audit your tenant based on payroll recommendations for your country.",,11/3/2017,11/24/2017,,,,,,Set Up: Tenant Setup – Tenant Analyzer,,,,PAYWDCORE-17298,,
1422,PR29,WDAY,29,feature release,Workday 29 - Compensation - Miscellaneous Enhancements,,Core Compensation,Automatically Available,Current Plan Assignment Amount IVC,"We add a new Current Plan Assignment Amount instance value calculation (IVC) that you can use to return the current amount for an assigned compensation plan.

We recommend that you only use the Current Plan Assignment Amount IVC to create compensation calculations for calculated plans assigned to workers Managed by Basis Total (MBT). The calculation will not return correct values for non-MBT workers.",,11/3/2017,11/3/2017,,,,,,,,,,HRCOMP-30114,,
1423,PR29,WDAY,29,feature release,Workday 29 - One-Sided Reconciliation,"Workday 29 delivers the ability to use one-sided reconciliation when you manually reconcile bank statement lines and reconcilable items, enabling greater accuracy and reducing manual entry.

For details, see: One-Sided Reconciliation What's New Video (https://community.workday.com/articles/333629).",Cash Management,Automatically Available,Maintain One Sided Reconciliation for Reconcilable Items,"We deliver a new Maintain One Sided Reconciliation for Reconcilable Items report (secured to the Process: Bank Reconciliation domain) that enables you to track and maintain all reconcilable items that are reconciled with other reconcilable items for a specified bank account. 

We also add a new Unreconcile button on the report that you can select to easily unreconcile 2 or more reconciled items.",This feature may impact your training materials.,11/3/2017,3/10/2018,,,,,,Process: Bank Reconciliation (existing),,,,FINCSH-16809,,
1424,PR29,WDAY,29,feature release,Workday 29 - Probation Periods,"Workday 29 enhances the Manage Probation Periods business process and enables you to create country-specific probation period durations to automatically derive a worker's probation period with eligibility rules, giving you more flexibility and control in managing probation periods.

For details, see: Probation Periods What's New Video (https://community.workday.com/node/310383).",Staffing,Automatically Available,Maximum Probation Periods,"You can now use the Maintain Probation Periods for Country task to configure a maximum unit and duration for a probation period rule, enabling you to maintain consistent probation period details.

For details, see: Probation Periods - Part 2 What's New Video (https://community.workday.com/articles/332787).",This feature may impact your training materials.,10/27/2017,11/17/2017,,,,,,,,,,HRGLOBAL-9174,,
1425,PR29,WDAY,29,feature release,Workday 29 - Cloud Connect for Benefits,Workday continues to improve Cloud Connect for Benefits functionality.,Integration,Setup Required,COBRApoint: COBRA (Qualifying Events),"We add these new maps on the template:
- State Specific Insert
- Life Plan State Specific Insert

You can configure these to map employee residential states to vendor specific state insert values.",,10/20/2017,10/20/2017,Yes,10/27/2017,,,,,,,,INTHRBEN-8293,,
1426,PR29,WDAY,29,feature release,Workday 29 - Configure Optional Fields,"Workday 29 enables you to hide or require optional fields, making it easier to customize business processes and tasks.

For details, see: Configure Optional Fields What's New Video (https://community.workday.com/articles/312357).","Staffing

System",Setup Required,Configure Optional Fields for Termination,"You can now use the Configure Optional Fields task to hide or require fields on the Termination business process.

We also update the Termination web service to support required fields.

Note: For details, see the Configure Optional Fields for Change Job, Hire, and Termination community article (https://community.workday.com/articles/330953).",,10/13/2017,11/10/2017,,,,,,,,,,HRINFRA-1767,,
1427,PR29,WDAY,29,feature release,Workday 29 - Cloud Connect for Benefits,Workday continues to improve Cloud Connect for Benefits functionality.,Integration,Setup Required,Medica: Medical,"We now enable you to configure these attributes on the template:
- Convert Output File to Upper
- Include Organizations",,10/13/2017,10/13/2017,Yes,10/20/2017,,,,,,,,INTHRBEN-8497,,
1428,PR29,WDAY,29,feature release,Workday 29 - Income Withholding Orders for Canada Payroll,"With this release, we update all income withholding orders (IWOs) for Canada Payroll to support the latest IWO calculation rules and to provide you with more flexibility when managing the various types.",CAN Payroll,Automatically Available,Federal and Province Tax Levy IWOs for Quebec,"We now enable these IWOs to calculate using Quebec IWO exemptions when Quebec is the worker's province of employment:
- Federal Tax Levy
- Province Tax Levy

We also add these fields on the Record CAN Withholding Order for Worker task when you enter a Federal Tax Levy IWO:
- Exempt Percent Override
- Number of Dependents",This feature may impact your training materials.,10/6/2017,10/27/2017,,,,,,,,,,PAYWDCAN-6651,,
1429,PR29,WDAY,29,feature release,Workday 29 - Payroll for Retroactive Hire Events,"Workday Payroll supports retroactive hire events, eliminating the need to run manual payments and enabling you to comply with payment requirements.

For details, see: Payroll Retroactive Hire Events What's New Video (https://community.workday.com/articles/314015).",Core Payroll,Automatically Available,Processed and Unprocessed Hire Retro Entries,"We add a new Processed Hire Retro Entries report field on the Payroll Retro Worker Result business object that you can use in custom reports to audit the Retro Hire transaction type.

We secure the new report field to these domains:
- Reports: Pay Calculation Results for Pay Group (Results) 
- Reports: Pay Calculation Results for Worker (Results)

We also update the Unprocessed Hire Retro report field so that you can report on the Retro Hire transaction type.",This feature may impact your training materials.,9/29/2017,10/27/2017,,,,,,"Reports: Pay Calculation Results for Pay Group (Results) (existing)
Reports: Pay Calculation Results for Worker (Results) (existing)",,,,PAYWDCORE-6931,,
1430,PR29,WDAY,29,feature release,Workday 29 - Cloud Connect for Benefits,Workday continues to improve Cloud Connect for Benefits functionality.,Integration,Setup Required,UnitedHealthcare: COBRA (Coverage),"We now enable you to configure the new coverage code 10 for Child(ren) Only on these maps:
- Coverage Level Code
- Dependent Coverage Level Code.",,9/22/2017,9/22/2017,Yes,9/29/2017,,,,,,,,INTHRBEN-8457,,
1431,PR29,WDAY,29,feature release,Workday 29 - Job Application and Prospect Data,"Workday 29 continues to improve report data sources for job application and prospect information, providing better performance and enhanced data security.",Recruiting,Automatically Available,Find Jobs Report,Workday improves the user experience when you run the Find Jobs report using text as search criteria by now displaying the location of the match directly below each search result.,,9/9/2017,9/9/2017,,,,,,,,,,HRREC-19324,,
1432,PR29,WDAY,29,feature release,Workday 29 - Spanish Form I-9 2017 Revision,Workday updates Form I-9 functionality for the Spanish 2017 revision of Form I-9 from U.S. Citizenship and Immigration Services (USCIS) to help you manage your workers' information and meet U.S. regulatory requirements.,"Onboarding

Regulatory Reporting (HCM)",Automatically Available,Spanish Form 1-9 Section 3,"We add a note to explain to users why Form I-9 Section 3 is completed on a more recent Form I-9 revision than the original Form I-9 revision. We display the note on the:
- Complete Form I-9 Section 3 task.
- View Form I-9 report.",This feature may require additional testing and may impact your training materials.,9/1/2017,9/9/2017,,,,,,,,,,HRCOMPLY-4720,,
1433,PR29,WDAY,29,feature release,Workday 29 - Cloud Connect for Benefits,Workday continues to improve Cloud Connect for Benefits functionality.,Integration,Setup Required,"ANSI X12 834: Medical, Dental, Vision, Rx, Life, Disability, FSA, HSA, Additional Benefits","We now enable you to configure the Vendor Name attribute with these values:
- Blue Cross and Blue Shield of New Mexico
- Community Eye Care",,9/1/2017,9/1/2017,Yes,9/9/2017,,,,,,,,INTHRBEN-8373,,
1434,PR29,WDAY,29,feature release,Workday 29 - International Assignment,"With Workday 29, we provide the ability to process payroll for workers on international assignment in the U.S. and Canada.",CAN Payroll,Automatically Available,International Assignment Data on Year-End Web Services,"We update these web services to support workers on international assignment in Canada:
- Get Payroll CAN Year End Forms
- Get Payroll Year End Forms",This feature may require additional testing and may impact your training materials.,8/25/2017,9/9/2017,,,,,,,,,,PAYWDCAN-5350,,
1435,PR29,WDAY,29,feature release,Workday 29 - Metrics on Organization Charts,"Workday 29 enables you to include metrics on organization charts so you can easily monitor critical performance and health indicators.

For details, see: Metrics on Organization Charts What's New Video (https://community.workday.com/articles/316999).",Organizations and Roles,Setup Required,Metric View Org Chart Domain,"Workday introduces the new Metric View Org Chart domain. When viewing an organization chart, workers secured to this domain can:
- Activate metric view.
- Select dashboards and metrics.
- Use the gear icon to apply filters and configure metrics for an organization chart.",,8/25/2017,9/29/2017,,,,,,Metric View Org Chart,,,,ORG-7819,,
1436,PR29,WDAY,29,feature release,Workday 29 - Form I-9 2017 Revision,"Workday updates Form I-9 functionality for the 2017 revision of Form I-9 from U.S. Citizenship and Immigration Services (USCIS) to help you manage your workers' information and meet U.S. regulatory requirements.

For details, see: Form I-9 2017 Revision What's New Video (https://community.workday.com/articles/316824).","Onboarding

Regulatory Reporting (HCM)",Automatically Available,2017 Form I-9 Section 3,"We add a note to explain to users why Form I-9 Section 3s are completed on a more recent Form I-9 revision than the original Form I-9 revision. We display the note on the:
- Complete Form I-9 Section 3 task.
- View Form I-9 report.",This feature may impact your training materials.,8/25/2017,9/9/2017,,,,,,,,,,HRCOMPLY-4545,,
1437,PR29,WDAY,29,feature release,Workday 29 - Cloud Connect for Benefits,Workday continues to improve Cloud Connect for Benefits functionality.,Integration,Setup Required,"ADP: FSA, Commuter Benefits","We add these new attributes on the template that you can use when a customer defines separate plans to track pre and post tax amounts:
- Pre-Tax Commuter Plans
- Post-Tax Commuter Plans

We add a new Payroll Accumulators map on the template that you can use to map an accumulator to a plan identifier. 

We also update the descriptions of these attributes to clarify that you can specify employee payroll accumulator codes to output amounts in the employee pre or post and YTD tax fields:
- Employee Payroll Accumulator Codes
- Employer Payroll Accumulator Codes
- Include Employee Contribution Data as PreTax",,8/25/2017,8/25/2017,Yes,9/1/2017,,,,,,,,INTHRBEN-8140,,
1438,PR29,WDAY,29,feature release,Workday 29 - Custom Data Sources,"Workday 29 enables you to create a custom, indexed worker data source so you can produce high-performing reports for executive dashboards.

For details, see: Custom Data Sources What's New Video (https://community.workday.com/articles/314773).",System,Setup Required,Custom Data Sources Reports,"We add a View Custom Data Source report (secured to the Custom Report Creation and the new Manage: Custom Data Sources domains), enabling you to review information for your custom data source.

We also add a Maintain Custom Data Source report (secured to the Manage: Custom Data Sources domain) so that you can view version and status information for your data source. From the report, you can also submit a draft version of a custom data source to your Security Administrator for review and approval after you set up the new Custom Data Source Approval Event business process.",,8/11/2017,9/9/2017,,,,,,"Custom Report Creation (existing)
Manage: Custom Data Sources",,,,OMSBI-32129,,
1439,PR29,WDAY,29,feature release,Workday 29 - Student Residency,"Workday 29 enables you to collect information from students to better determine whether that student qualifies for discounted in-state tuition. Schools can request state residency information using a simple business process, students can provide residency documents directly in Workday, and administrators can easily determine the student's residency status.

For details, see: Student Residency What's New Video (https://community.workday.com/node/313548).",Academic Foundation,Setup Required,Student Residency Web Services,"With Workday 29, we deliver these web services (secured to the Academic Foundation domain) that you can use to mass import the residency status of current students into Workday:
- Get Student Residency Status Details
- Put Student Residency

Note: You must have an initiation step defined for the default definition of the new Review Student Residency Event business process for these web services to work properly.",,8/11/2017,9/9/2017,,,,,"Get Student Residency Status Details
Put Student Residency",Academic Foundation (existing),,,,STU-29047,,
1440,PR29,WDAY,29,feature release,Workday 29 - Talent Pipeline,"Workday 29 enhances your ability to efficiently fill and manage your talent pipeline by improving the flexibility, consistency, and security of succession plans.

For details, see: Talent Pipeline What's New Video (https://community.workday.com/articles/314357).","Succession Planning

Talent Core",Automatically Available,Order of Succession Candidates,"With this update, we add a new Order column on the Manage Succession Plan task, enabling you to change the order of candidates in a succession plan.",This feature may impact your training materials.,8/11/2017,9/9/2017,,,,,,,,,,HRTAL-15327,,
1441,PR29,WDAY,29,feature release,Workday 29 - Request Framework,"Workday 29 enables you to configure requests as part of a Workday business process, including change requests, employee self-service requests, and manager requests on behalf of employees. This makes it easier for you to manage requests throughout your organization. You can also configure a request approval process for auditing purposes.

For details, see: Request Framework What's New Video (https://community.workday.com/articles/314940).",System,Setup Required,Create Request Type,"With this update, Workday introduces these new tasks to enable you to create and manage request types (secured to the Set Up: Requests domain):
- Create Request Subtype Group
- Create Request Type
- Create Resolution Details Group
- Delete Request Subtype Group
- Delete Resolution Details Group
- Edit Request Subtype Group
- Edit Request Type
- Edit Resolution Details Group

Request types enable you to:
- Link a request to a Workday object. This enables you to view the request history in the audit trail and to specify the object instance (Example: a specific worker) when you close a request.
- Select the security groups that can initiate, view the details of, and correct these requests. These security groups must be on the corresponding actions of the Request business process security policy.
- Select or create Request Subtype Groups that users can specify when closing a request to further categorize the request.
- Select or create Resolution Details Groups that users can specify when closing a request to categorize the resolution.",,8/11/2017,9/9/2017,,,,"Create Request Subtype Group
Create Request Type
Create Resolution Details Group
Delete Request Subtype Group
Delete Resolution Details Group
Edit Request Subtype Group
Edit Request Type
Edit Resolution Details Group",,Set Up: Requests,,,,EFCORE-3386,,
1442,PR29,WDAY,29,feature release,Workday 29 - Redesign for User Interface,"Workday redesigns the user interface for a better user experience, enabling you to find information more quickly and expanding branding capabilities for your tenant.

For details, see: Redesign for User Interface What's New Video (https://community.workday.com/articles/313998).",System,Setup Required,Home Page,"Workday 29 updates the Home page with new icons and display options. We optimize the user interface by:
- Adding a color overlay on your branding banner image.
- Replacing circular Home icons with new square icons.
- Updating announcements with a stacked horizontal overview, making them easier to navigate.",,8/11/2017,9/9/2017,,,,,,,,,,UIPLAT-10030,Yes,
1443,PR29,WDAY,29,feature release,Workday 29 - Request Framework,"Workday 29 enables you to configure requests as part of a Workday business process, including change requests, employee self-service requests, and manager requests on behalf of employees. This makes it easier for you to manage requests throughout your organization. You can also configure a request approval process for auditing purposes.

For details, see: Request Framework What's New Video (https://community.workday.com/articles/314940).",System,Setup Required,Report Fields for Requests,"Workday delivers new report fields that you can use in custom reports on requests.

We deliver a new Processing Person has Access to Request Type report field on the Request Type business object, secured to these domains:
- Self-Service: Requests
- Set Up: Requests

We deliver a new Request Resolution Details report field on these business objects (secured to the Set Up: Requests domain):
- Request Resolution Details
- Request Resolution Details Group

We also deliver these new report fields (secured to the Set Up: Requests domain):
- Request Resolution Details Group on the Request Resolution Details Group business object.
- Request Subtype on the Request Subtype business object.
- Request Subtype Group on the Request Subtype Group business object.
- Request Subtypes on the Request Subtype Group business object.
- Request Workday Object on the Request business object.

We deliver these new report fields on the Request Type business object (secured to the Set Up: Requests domain):
- Inactive
- Questionnaire
- Request Subtype Groups
- Security Groups with Correct Access
- Security Groups with Initiate Access
- Security Groups with View All Access
- Workday Object

We deliver these new report fields on the Request business object (secured to the Reports: Requests domain):
- Request Awaiting Action By 
- Request Workday Object Value",,8/11/2017,9/9/2017,,,,,,"Public Reporting Items (existing)
Reports: Requests
Set Up: Requests",,,,EFCORE-3386,,
1444,PR29,WDAY,29,feature release,Workday 29 - Cash Management Dashboard,"Workday introduces a new Cash Management dashboard that provides reports, actions, and visibility into cash data, enabling you to determine your cash positions and helping you make informed decisions to effectively manage your cash. You can configure the dashboard with additional enhancements to aid in cash position and bank account balance analysis, bank fee analysis, and cash projects.

For details, see: Cash Management Dashboard What's New Video (https://community.workday.com/articles/312700).",Cash Management,Setup Required,Cash Management Reports,"We deliver these new reports that you can configure as worklets on the Cash Management dashboard:
- Prior Day Balance by Bank Account (secured to the Reports: Cash Forecast Reporting domain): Displays the prior-day cash position in bank account currency using the latest prior-day bank statements with a status other than Canceled. Workday automatically populates ledger balances in BAI2 - Type Code 015 and ISO - Type Code CLBD formats. 
- Prior Day Balance Summary (secured to the Reports: Cash Forecast Reporting domain): Displays the prior-day cash position in reporting currency using the latest prior-day bank statements with a status other than Canceled. Workday automatically populates ledger balances in BAI2 - Type Code 015 and ISO - Type Code CLBD formats. 
- Total Bank Fees by Company (secured to the Process: Bank Fee Statements and Report: Bank Fee Analysis domains): Displays the total bank fees grouped by company. Workday automatically populates bank fees from the last 3 months.",,8/5/2017,9/9/2017,,,,,,"Process: Bank Fee Statements (existing)
Report: Bank Fee Analysis (existing)
Reports: Cash Forecast Reporting (existing)",,,,FINCSH-16722,,
1445,PR29,WDAY,29,feature release,Workday 29 - Withholding Tax Based on Accumulated Thresholds,"Workday 29 enables you to configure withholding tax rates based on accumulated thresholds for a specified fiscal schedule. We now automatically calculate the withholding tax on supplier invoices for the taxable amount that crosses the threshold you configure, increasing efficiency.

For details, see: Withholding Tax Based on Accumulated Thresholds What's New Video (https://community.workday.com/articles/311987).",Common Financial Management,Automatically Available,Cumulative Tax Rate Details,"We add a new Cumulative Tax Rate Details column on the Tax tab on the View Supplier Invoice report and these tasks, enabling you to view cumulative withholding tax calculation details:
- Create Supplier Invoice
- Edit Supplier Invoice",This feature may require additional testing and may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,FINTAX-710,,
1446,PR29,WDAY,29,feature release,Workday 29 - North America Year-End Dashboard,"With Workday 29, we deliver a new Payroll Year End dashboard and business process for Canada and the U.S., providing a streamlined, customizable approach for you to manage the payroll year-end process while providing visibility to others and to prior year statistics.

For details, see: North America Year-End Dashboard What's New Video (https://community.workday.com/node/314712).","CAN Payroll

USA Payroll",Setup Required,Year End Form Reporting,"Workday provides these new fields as drill-down options on the Last 5 Years (Forms/Employees) report:
- Availability Date
- Company
- Tax Form Name
- Tax Year

We also provide new report fields that you can use in custom reports on year-end forms.

We deliver a new Availability Date report field on the Payroll Year End form for Canada and W-2 All business objects, secured to these domains:
- Process: Tax Filing/W-2s (Reports) - USA
- Process: Year End (Reports) - CAN
- Reports: Pay Calculation Results for Worker (Tax Filing/W-2s) - USA

We deliver a new Company report field on the Payroll Year End Form business object, secured to these domains:
- Process: US Territory Year End Forms (Reports)
- Process: Year End (Reports) - CAN
- Reports: Pay Calculation Results for Worker (US Territory Year End Forms)

We deliver a new Tax Form Name on the Payroll Year End Form and W-2 All business objects, secured to these domains:
- Process: Tax Filing/W-2s (Reports) - USA
- Process: US Territory Year End Forms (Reports)
- Process: Year End (Reports) - CAN
- Reports: Pay Calculation Results for Worker (Tax Filing/W-2s) - USA
- Reports: Pay Calculation Results for Worker (US Territory Year End Forms)

We deliver a new Tax Year (Instance) on the W-2 All business object (secured to the Management Dashboard: Payroll Year End domain).",,8/5/2017,9/9/2017,,,,,,"Management Dashboard: Payroll Year End
Process: Tax Filing/W-2s (Reports) - USA (existing)
Process: US Territory Year End Forms (Reports) (existing)
Process: Year End (Reports) - CAN (existing)
Reports: Pay Calculation Results for Worker (Tax Filing/W-2s) - USA (existing)
Reports: Pay Calculation Results for Worker (US Territory Year End Forms) (existing)",,,,APTCOE-205,,
1447,PR29,WDAY,29,feature release,Workday 29 - Development Items,"Workday 29 makes development items more flexible and easier to use by enabling you to categorize and delete a worker's development items and assign start and completion dates.

For details, see: Development Items What's New Video (https://community.workday.com/articles/316275).",Career and Development Planning,Automatically Available,Development Item Dates,"With this update, we enable you to track and report on development items for a time period.

We add the Start Date and Completed Date report fields on these reports so you can better track development items:
- Development Items.
- Development Items you configure on the worker profile.
- My Development Items.
- My Team's Development Items.

We also update these reports to display development item dates:
- My Development Items Changed Last Week
- My Team's Development Items Changed Last Week

We also update these web services to support development item dates:
- Get Development Items
- Put Development Item",,8/5/2017,9/9/2017,,,,,,,,,,HRTAL-15957,,
